championStats_abilityHaste,championStats_abilityPower,championStats_armor,championStats_armorPen,championStats_armorPenPercent,championStats_attackDamage,championStats_attackSpeed,championStats_bonusArmorPenPercent,championStats_bonusMagicPenPercent,championStats_ccReduction,championStats_cooldownReduction,championStats_health,championStats_healthMax,championStats_healthRegen,championStats_lifesteal,championStats_magicPen,championStats_magicPenPercent,championStats_magicResist,championStats_movementSpeed,championStats_omnivamp,championStats_physicalVamp,championStats_power,championStats_powerMax,championStats_powerRegen,championStats_spellVamp,currentGold,damageStats_magicDamageDone,damageStats_magicDamageDoneToChampions,damageStats_magicDamageTaken,damageStats_physicalDamageDone,damageStats_physicalDamageDoneToChampions,damageStats_physicalDamageTaken,damageStats_totalDamageDone,damageStats_totalDamageDoneToChampions,damageStats_totalDamageTaken,damageStats_trueDamageDone,damageStats_trueDamageDoneToChampions,damageStats_trueDamageTaken,goldPerSecond,jungleMinionsKilled,level,minionsKilled,participantId,position_x,position_y,timeEnemySpentControlled,totalGold,xp,timestamp,info_matchId
0,0,65,0,0,315,100,0,0,0,0,1703,1703,119,0,0,0,41,390,0,0,677,738,26,0,298,4131,216,5376,94638,10725,3412,101790,13154,11384,3020,2211,2594,0,8,11,164,9,2833,11352,99193,9058,8293,1200431,EUW1_7275124164
0,0,70,0,0,331,100,0,0,0,0,1815,1828,18,0,0,0,42,390,0,0,692,792,27,0,1047,4358,216,5828,102915,12574,3424,110510,15026,11847,3236,2235,2594,0,8,12,169,9,5179,12251,110937,9807,8791,1260434,EUW1_7275124164
0,0,70,0,0,346,125,0,0,0,0,1828,1828,18,0,0,0,42,405,0,0,792,792,27,0,319,4358,216,7632,103997,12862,3535,111592,15315,13799,3236,2235,2630,0,8,12,169,9,13919,7113,111438,9929,8853,1320446,EUW1_7275124164
0,0,75,0,0,364,125,0,0,0,0,971,1956,19,0,0,0,44,405,0,0,847,847,164,0,2258,5267,816,8691,117178,16576,3562,125749,19696,14884,3303,2303,2630,0,12,13,180,9,13269,5063,123053,11868,10086,1380447,EUW1_7275124164
0,0,75,0,0,402,135,0,0,0,0,1956,1956,19,7,0,0,44,405,0,0,825,847,164,0,413,5307,816,8691,120274,16576,3562,128885,19696,14884,3303,2303,2630,0,12,13,184,9,9325,9156,123053,12122,10359,1440449,EUW1_7275124164
0,0,75,0,0,402,135,0,0,0,0,1956,1956,136,7,0,0,44,405,0,0,655,847,29,0,925,6653,816,8691,135251,16576,3581,145348,19696,14903,3443,2303,2630,0,12,13,198,9,6585,8472,136414,12635,11102,1500453,EUW1_7275124164
0,0,80,0,0,420,135,0,0,0,0,2088,2088,146,7,0,0,45,405,0,0,738,904,31,0,1337,6672,835,9036,142814,16954,4624,153241,20177,16407,3754,2387,2746,0,12,14,206,9,13418,7716,144212,13047,11501,1560474,EUW1_7275124164
0,0,80,0,0,484,135,0,0,0,0,0,2088,20,7,0,0,45,405,0,0,869,904,31,0,1227,7121,854,10565,162469,24358,5363,173556,27721,19026,3966,2508,3096,0,12,14,218,9,8000,13759,157437,14236,12701,1620482,EUW1_7275124164
0,0,80,0,0,523,135,0,0,0,0,2088,2088,20,15,0,0,45,405,0,0,875,904,31,0,74,7121,854,10565,162469,24358,5363,173556,27721,19026,3966,2508,3096,0,12,14,218,9,9424,9312,157437,14359,12701,1680488,EUW1_7275124164
0,0,86,0,0,545,135,0,0,0,0,2224,2224,22,15,0,0,47,405,0,0,884,963,33,0,630,8178,878,10565,179454,24699,5363,191598,28086,19026,3966,2508,3096,0,12,15,234,9,9606,12527,166876,14914,13369,1740500,EUW1_7275124164
0,42,92,0,0,610,135,0,0,0,0,2363,2363,23,15,0,0,48,405,0,0,1023,1023,35,0,2248,8284,897,10998,196015,29653,5363,208265,33059,19459,3966,2508,3096,0,12,16,239,9,6693,7047,168587,16532,15119,1800517,EUW1_7275124164
0,42,92,0,35,698,135,0,0,0,0,2363,2363,165,15,0,0,48,405,0,0,1023,1023,35,0,73,12204,897,10998,210672,29653,5363,226877,33059,19459,4000,2508,3096,0,16,16,249,9,11956,10575,185355,17358,15724,1860518,EUW1_7275124164
0,42,92,0,35,698,135,0,0,0,0,1237,2363,165,15,0,0,48,405,0,0,977,1023,35,0,703,12228,897,12302,226570,29653,5363,243038,33059,20762,4240,2508,3096,0,16,16,260,9,7268,7151,186691,17988,16396,1920521,EUW1_7275124164
0,0,97,0,35,732,135,0,0,0,0,2507,2507,24,15,0,0,50,379,0,0,923,1086,37,0,549,12310,939,12386,243283,35413,5363,259942,38861,20846,4348,2508,3096,0,16,17,269,9,11603,11018,191267,18333,16942,1980528,EUW1_7275124164
0,0,97,0,35,732,135,0,0,0,0,2507,2507,24,15,0,0,50,405,0,0,1017,1086,37,0,1696,18326,939,13078,267702,38321,5577,290410,41803,21753,4381,2542,3096,0,24,17,275,9,11051,5037,207267,19480,18355,2040529,EUW1_7275124164
0,0,103,0,35,759,135,0,0,0,0,0,2654,26,15,0,0,52,405,0,0,1131,1150,39,0,1966,18570,1183,15272,275502,40491,6980,300689,46452,28083,6617,4777,5830,0,24,18,280,9,11609,4603,214554,19750,18477,2100553,EUW1_7275124164
0,0,103,0,35,759,135,0,0,0,0,0,2654,26,15,0,0,52,405,0,0,1131,1150,39,0,1483,18570,1183,15272,275502,40491,6980,300689,46452,28083,6617,4777,5830,0,24,18,280,9,11609,4603,214554,19767,18477,2109423,EUW1_7275124164
0,0,27,0,0,25,100,0,0,0,0,545,545,0,0,0,0,30,330,0,0,350,350,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,14281,14199,0,500,0,0,EUW1_7275124164
0,9,27,0,0,49,110,0,0,0,0,539,585,13,0,0,0,30,330,0,0,320,350,28,0,0,0,0,71,0,0,0,0,0,71,0,0,0,30,0,1,0,10,12186,4574,0,500,0,60017,EUW1_7275124164
0,9,27,0,0,49,110,0,0,0,0,389,585,13,0,0,0,30,330,0,0,284,350,28,0,62,29,6,136,235,39,132,384,45,279,119,0,10,30,0,1,1,10,12691,1784,0,562,180,120032,EUW1_7275124164
0,9,30,0,0,51,111,0,0,0,0,400,662,14,0,0,0,30,330,0,0,196,386,29,0,508,298,268,361,535,239,180,1178,598,552,344,90,10,30,0,2,2,10,12066,1837,5556,1008,564,180044,EUW1_7275124164
0,9,33,0,0,53,113,0,0,0,0,743,743,15,0,0,0,31,355,0,0,356,423,30,0,153,818,330,361,785,280,185,2304,700,556,700,90,10,30,0,3,3,10,10360,2932,17113,1203,827,240066,EUW1_7275124164
0,9,37,0,0,55,114,0,0,0,0,508,827,16,0,0,0,32,355,0,0,281,463,31,0,403,1091,602,630,1115,565,434,2907,1258,1084,700,90,19,30,0,4,3,10,12952,2056,23761,1453,1141,300144,EUW1_7275124164
0,9,37,0,0,55,114,0,0,0,0,827,827,16,0,0,0,32,375,0,0,463,463,31,0,133,1116,602,630,1282,565,434,3186,1258,1084,786,90,19,30,0,4,4,10,6734,9538,23761,1608,1321,360148,EUW1_7275124164
0,9,37,0,0,55,114,0,0,0,0,0,827,16,0,0,0,32,375,0,0,183,463,31,0,422,1733,763,1489,1517,687,630,4597,2038,2831,1346,586,711,30,2,4,7,10,11943,2739,26937,1897,1701,420149,EUW1_7275124164
0,9,41,0,0,58,116,0,0,0,0,967,1165,21,0,0,0,34,375,0,0,504,504,39,0,349,1806,837,1489,1573,687,1081,4811,2111,3281,1431,586,711,50,2,5,8,10,11503,3793,31328,2224,1926,480176,EUW1_7275124164
0,11,41,0,0,58,116,0,0,0,0,714,1195,21,0,0,0,34,375,0,0,184,504,39,0,591,2246,956,1715,1851,728,1343,5761,2271,3769,1663,586,711,50,2,5,10,10,11829,1204,37078,2466,2228,540212,EUW1_7275124164
0,11,45,0,0,60,118,0,0,0,0,806,1316,23,0,0,0,35,375,0,0,116,547,40,0,966,3826,1360,1970,2397,983,1439,8210,3100,4120,1987,756,711,50,2,6,12,10,11438,1183,55382,2841,2697,600236,EUW1_7275124164
0,11,49,0,0,60,118,0,0,0,0,1239,1366,23,0,0,0,59,375,0,0,94,547,40,0,297,4267,1605,2033,2535,1024,1535,8822,3386,4280,2019,756,711,50,2,6,12,10,4219,9816,59757,3047,2865,660248,EUW1_7275124164
0,11,60,0,0,60,118,0,0,0,0,1366,1366,23,0,0,0,55,375,0,0,448,547,40,0,594,4442,1780,2064,2578,1067,1583,9040,3604,4359,2019,756,711,50,2,6,12,10,12088,8553,66614,3644,2998,720272,EUW1_7275124164
0,14,60,0,0,60,118,0,0,0,0,1063,1366,23,0,0,0,55,375,0,0,526,547,40,0,809,4505,1843,2148,2584,1067,1810,9109,3667,4714,2019,756,756,50,2,6,14,10,11377,4924,68524,3869,3073,780298,EUW1_7275124164
0,15,79,0,0,63,120,0,0,0,0,1212,1460,24,0,0,0,66,375,0,0,237,592,41,0,475,5681,2351,2383,2770,1189,1853,10849,4336,5018,2396,794,782,50,2,7,15,10,13484,4005,86383,4235,3376,840313,EUW1_7275124164
0,35,74,0,0,63,120,0,0,0,0,1528,1560,28,0,0,0,61,375,0,0,592,592,48,0,174,5770,2440,3574,2812,1230,1853,10979,4466,6236,2396,794,809,50,2,7,15,10,8310,7801,90658,4409,3376,900321,EUW1_7275124164
0,35,74,0,0,63,120,0,0,0,0,1560,1560,28,0,0,0,61,375,0,0,592,592,48,0,398,6929,2699,4449,2939,1230,1905,12265,4724,7164,2396,794,809,50,2,7,16,10,4540,12176,103110,4633,3708,960343,EUW1_7275124164
0,36,79,0,0,63,120,0,0,0,0,1215,1560,28,0,0,0,66,175,0,0,453,592,48,0,621,7001,2771,4510,3002,1230,2196,12399,4796,7515,2396,794,809,50,2,7,17,10,8844,9939,103912,4856,4026,1020368,EUW1_7275124164
0,36,79,0,0,66,122,0,0,0,0,1419,1657,30,0,0,0,62,375,0,0,279,638,50,0,824,8299,3214,4510,3348,1304,2417,14254,5523,7750,2606,1004,823,50,2,8,18,10,11588,4619,110856,5064,4155,1080393,EUW1_7275124164
0,41,79,0,0,66,122,0,0,0,0,1807,1807,30,0,0,0,62,479,0,0,638,638,50,0,51,8826,3741,6882,3542,1498,2537,15698,6968,10966,3329,1727,1546,50,2,8,18,10,13569,12832,110856,5341,4713,1140412,EUW1_7275124164
0,41,83,0,0,69,124,0,0,0,0,1908,1908,32,0,0,0,63,375,0,0,598,687,52,0,252,10176,3741,6882,4146,1498,2548,17653,6968,10977,3329,1727,1546,50,2,9,21,10,2202,11435,122363,5542,5408,1200431,EUW1_7275124164
0,41,83,0,0,69,124,0,0,0,0,0,1908,32,0,0,0,63,375,0,0,46,687,52,0,492,12330,4169,10046,4453,1585,2548,21442,8812,15350,4658,3057,2755,50,2,9,21,10,4442,12066,133891,5782,6118,1260434,EUW1_7275124164
0,41,88,0,0,72,126,0,0,0,0,1969,2062,34,0,0,0,65,375,0,0,620,737,53,0,600,14641,4169,10046,4590,1585,2702,23890,8812,15504,4658,3057,2755,50,2,10,27,10,10431,7802,156104,6040,6521,1320446,EUW1_7275124164
0,43,88,0,0,72,126,0,0,0,0,803,2062,34,0,0,0,65,375,0,0,105,737,53,0,920,15852,4789,11297,4725,1665,2927,25237,9512,17010,4658,3057,2785,50,2,10,29,10,12434,5630,164421,6365,7297,1380447,EUW1_7275124164
0,44,93,0,0,75,128,0,0,0,0,1137,2169,36,0,0,0,66,612,0,0,312,788,55,0,1194,16302,4984,12084,4727,1665,2927,25689,9707,17798,4658,3057,2785,50,2,11,31,10,14340,14391,168530,6644,7808,1440449,EUW1_7275124164
0,44,93,0,0,75,128,0,0,0,0,2169,2169,36,0,0,0,66,375,0,0,788,788,71,0,761,16302,4984,12084,4728,1665,2927,25690,9707,17798,4658,3057,2785,50,2,11,32,10,5025,8695,168530,6816,7808,1500453,EUW1_7275124164
0,44,93,0,0,75,128,0,0,0,0,2169,2169,36,0,0,0,66,534,0,0,788,788,87,0,13,17168,5070,12084,4913,1699,2975,26740,9827,17846,4658,3057,2785,50,2,11,32,10,12064,13150,174131,6969,8287,1560474,EUW1_7275124164
0,44,98,0,0,78,130,0,0,0,0,0,2280,38,0,0,0,67,375,0,0,572,842,90,0,223,18079,5725,14496,4957,1743,3523,28998,11827,22454,5960,4358,4434,50,2,12,33,10,6644,13141,183246,7178,8623,1620482,EUW1_7275124164
0,44,98,0,0,78,130,0,0,0,0,2280,2280,38,0,0,0,67,375,0,0,842,842,90,0,481,18079,5725,14496,4961,1743,3523,29008,11827,22454,5966,4358,4434,50,2,12,36,10,6905,11404,184081,7446,8651,1680488,EUW1_7275124164
0,44,98,0,0,78,130,0,0,0,0,2280,2280,38,0,0,0,67,375,0,0,842,842,90,0,634,18707,5725,14496,4961,1743,3523,29635,11827,22454,5966,4358,4434,50,2,12,36,10,9730,12359,186753,7599,8965,1740500,EUW1_7275124164
0,86,103,0,0,107,133,0,0,0,0,1960,2394,40,0,0,0,69,375,0,0,658,897,93,0,1201,19186,6203,14496,5078,1859,3997,30479,12670,22928,6214,4606,4434,50,2,13,37,10,6867,7366,194264,8246,10767,1800517,EUW1_7275124164
0,86,103,0,0,107,133,0,0,0,0,1965,2394,183,0,0,0,69,375,0,0,754,897,93,0,1403,20305,6414,15197,5359,1914,4389,32109,13020,24021,6444,4690,4434,50,2,13,37,10,9350,2305,208608,8448,10910,1860518,EUW1_7275124164
0,106,111,0,0,107,133,0,0,0,0,1596,2394,40,0,0,0,76,203,0,0,745,897,127,0,680,20305,6414,16025,5359,1914,4389,32109,13020,24849,6444,4690,4434,50,2,13,37,10,6626,6710,208608,8625,10988,1920521,EUW1_7275124164
0,64,103,0,0,81,133,0,0,0,0,0,2394,40,0,0,0,69,375,0,0,578,897,127,0,833,20663,6772,18302,5399,1953,5624,34099,15010,29920,8037,6283,5992,50,2,13,37,10,10663,10237,211272,8778,11293,1980528,EUW1_7275124164
0,64,108,0,0,85,135,0,0,0,0,2511,2511,42,0,0,0,70,375,0,0,954,954,131,0,1075,20663,6772,18302,5400,1953,5624,34100,15010,29920,8037,6283,5992,50,2,14,38,10,10000,5958,211272,9020,11653,2040529,EUW1_7275124164
0,64,108,0,0,85,135,0,0,0,0,0,2511,42,0,0,0,70,375,0,0,704,954,131,0,1228,21725,7222,19326,5503,1971,7770,35921,16132,33089,8692,6939,5992,50,2,14,38,10,11688,4372,218465,9172,11819,2100553,EUW1_7275124164
0,64,108,0,0,85,135,0,0,0,0,0,2511,42,0,0,0,70,375,0,0,704,954,131,0,1249,21725,7222,19326,5503,1971,7770,35921,16132,33089,8692,6939,5992,50,2,14,38,10,11688,4372,218465,9194,11819,2109423,EUW1_7275124164
